"","experiment","fam_or_test","subject_num","block_num","test_type","fam_duration","animal","LT","exclude","age","sex"
"357","B","fam",5,1,"fam","9",6,35.47,FALSE,226,"M"
"358","B","test",5,1,"fam","9",6,1.47,TRUE,226,"M"
"359","B","fam",5,3,"nov","9",8,32.92,FALSE,226,"M"
"360","B","test",5,3,"nov","9",7,8.344,FALSE,226,"M"
"361","B","fam",6,3,"fam","1",10,5,FALSE,278,"F"
"362","B","test",6,3,"fam","1",10,31.4405,FALSE,278,"F"
"363","B","fam",6,5,"nov","1",7,5,FALSE,278,"F"
"364","B","test",6,5,"nov","1",8,30.7197000000179,FALSE,278,"F"
"365","B","fam",6,2,"nov","3",6,14.12,FALSE,278,"F"
"366","B","test",6,2,"nov","3",5,42.3628000000119,FALSE,278,"F"
"367","B","fam",6,4,"fam","3",3,14.92,FALSE,278,"F"
"368","B","test",6,4,"fam","3",3,6.922,FALSE,278,"F"
"369","B","fam",6,1,"nov","9",12,41.76,FALSE,278,"F"
"370","B","test",6,1,"nov","9",11,-39.94,TRUE,278,"F"
"371","B","fam",7,2,"fam","1",9,4.16,FALSE,292,"F"
"372","B","test",7,2,"fam","1",9,1.979,TRUE,292,"F"
"373","B","fam",7,4,"nov","1",3,5,FALSE,292,"F"
"374","B","test",7,4,"nov","1",4,8.30700000000001,FALSE,292,"F"
"375","B","fam",7,5,"nov","3",8,15,FALSE,292,"F"
"376","B","test",7,5,"nov","3",7,18.761,FALSE,292,"F"
"377","B","fam",7,6,"fam","3",1,13.24,FALSE,292,"F"
"378","B","test",7,6,"fam","3",1,7.60540000000602,FALSE,292,"F"
"379","B","fam",7,1,"nov","9",6,10.07,FALSE,292,"F"
"380","B","test",7,1,"nov","9",5,10.75,FALSE,292,"F"
"381","B","fam",7,3,"fam","9",12,6.05300000000001,FALSE,292,"F"
"382","B","test",7,3,"fam","9",12,5.06,FALSE,292,"F"
"383","B","fam",8,1,"fam","1",10,5,FALSE,240,"F"
"384","B","test",8,1,"fam","1",10,24.7420999999643,FALSE,240,"F"
"385","B","fam",8,2,"nov","1",4,5,FALSE,240,"F"
"386","B","test",8,2,"nov","1",3,28.89,FALSE,240,"F"
"387","B","fam",8,4,"fam","3",8,14.92,FALSE,240,"F"
"388","B","test",8,4,"fam","3",8,5.74930000001192,FALSE,240,"F"
"389","B","fam",8,6,"nov","3",11,2.891,FALSE,240,"F"
"390","B","test",8,6,"nov","3",12,3.70109999996412,FALSE,240,"F"
"391","B","fam",8,3,"nov","9",1,20.058,FALSE,240,"F"
"392","B","test",8,3,"nov","9",2,6.21800000000001,FALSE,240,"F"
"393","B","fam",8,5,"fam","9",5,4.013,FALSE,240,"F"
"394","B","test",8,5,"fam","9",5,6.36909999996412,FALSE,240,"F"
"395","B","fam",9,1,"nov","1",6,5,FALSE,218,"F"
"396","B","test",9,1,"nov","1",5,16.91,FALSE,218,"F"
"397","B","fam",9,3,"fam","1",7,5,FALSE,218,"F"
"398","B","test",9,3,"fam","1",7,10.052,FALSE,218,"F"
"399","B","fam",9,2,"fam","3",4,14.44,FALSE,218,"F"
"400","B","test",9,2,"fam","3",4,1.477,TRUE,218,"F"
"401","B","fam",9,4,"nov","3",2,3.434,FALSE,218,"F"
"402","B","test",9,4,"nov","3",1,10.1693000000119,FALSE,218,"F"
"403","B","fam",9,5,"nov","9",9,2.574,FALSE,218,"F"
"404","B","test",9,5,"nov","9",10,19.4270999999641,FALSE,218,"F"
"405","B","fam",9,6,"fam","9",11,45,FALSE,218,"F"
"406","B","test",9,6,"fam","9",11,11.9845,FALSE,218,"F"
"407","B","fam",10,3,"nov","1",12,4.441,TRUE,239,"F"
"408","B","test",10,3,"nov","1",11,21.224,FALSE,239,"F"
"409","B","fam",10,5,"fam","1",4,5,TRUE,239,"F"
"410","B","test",10,5,"fam","1",4,2.884,FALSE,239,"F"
"411","B","fam",10,1,"fam","3",1,14.56,FALSE,239,"F"
"412","B","test",10,1,"fam","3",1,43.1225999999643,FALSE,239,"F"
"413","B","fam",10,2,"nov","3",5,15,FALSE,239,"F"
"414","B","test",10,2,"nov","3",6,11.123,FALSE,239,"F"
"415","B","fam",10,4,"fam","9",9,12.145,FALSE,239,"F"
"416","B","test",10,4,"fam","9",9,3.18500000000001,FALSE,239,"F"
"417","B","fam",10,6,"nov","9",8,30.56,FALSE,239,"F"
"418","B","test",10,6,"nov","9",7,9.26730000001187,FALSE,239,"F"
"419","B","fam",11,5,"nov","1",9,5,FALSE,262,"F"
"420","B","test",11,5,"nov","1",10,19.3008999999762,FALSE,262,"F"
"421","B","fam",11,6,"fam","1",2,5,FALSE,262,"F"
"422","B","test",11,6,"fam","1",2,14.4601000000238,FALSE,262,"F"
"423","B","fam",11,1,"nov","3",7,12.56,FALSE,262,"F"
"424","B","test",11,1,"nov","3",8,13.586,TRUE,262,"F"
"425","B","fam",11,3,"fam","3",5,15,FALSE,262,"F"
"426","B","test",11,3,"fam","3",5,11.0415,FALSE,262,"F"
"427","B","fam",11,2,"fam","9",4,45,FALSE,262,"F"
"428","B","test",11,2,"fam","9",4,11.6920999999643,FALSE,262,"F"
"429","B","fam",11,4,"nov","9",12,45,FALSE,262,"F"
"430","B","test",11,4,"nov","9",11,24.5027999999523,FALSE,262,"F"
"431","B","fam",12,5,"nov","1",5,5,FALSE,242,"M"
"432","B","test",12,5,"nov","1",6,11.477,FALSE,242,"M"
"433","B","fam",12,6,"fam","1",1,4.76,FALSE,242,"M"
"434","B","test",12,6,"fam","1",1,26.6543000000119,FALSE,242,"M"
"435","B","fam",12,1,"nov","3",10,14.76,FALSE,242,"M"
"436","B","test",12,1,"nov","3",9,10.8438999999762,FALSE,242,"M"
"437","B","fam",12,3,"fam","3",7,13.84,FALSE,242,"M"
"438","B","test",12,3,"fam","3",7,13.1158999999761,FALSE,242,"M"
"439","B","fam",12,2,"fam","9",4,23.671,FALSE,242,"M"
"440","B","test",12,2,"fam","9",4,0.0309999999999988,TRUE,242,"M"
"441","B","fam",12,4,"nov","9",12,3.886,FALSE,242,"M"
"442","B","test",12,4,"nov","9",11,10.7978000000119,FALSE,242,"M"
"443","B","fam",13,3,"nov","1",1,0.125,TRUE,301,"M"
"444","B","test",13,3,"nov","1",2,2.24500000000001,FALSE,301,"M"
"445","B","fam",13,5,"fam","1",5,0.887,TRUE,301,"M"
"446","B","test",13,5,"fam","1",5,0.367000000000001,TRUE,301,"M"
"447","B","fam",13,1,"fam","3",10,4.55,FALSE,301,"M"
"448","B","test",13,1,"fam","3",10,2.50830000001194,FALSE,301,"M"
"449","B","fam",13,2,"nov","3",4,6.481,FALSE,301,"M"
"450","B","test",13,2,"nov","3",3,0.744,TRUE,301,"M"
"451","B","fam",13,4,"fam","9",8,0.204999999999998,TRUE,301,"M"
"452","B","test",13,4,"fam","9",8,5.125,FALSE,301,"M"
"453","B","fam",13,6,"nov","9",11,4.962,FALSE,301,"M"
"454","B","test",13,6,"nov","9",12,1.162,TRUE,301,"M"
"455","B","fam",14,1,"fam","1",12,5,TRUE,279,"M"
"456","B","test",14,1,"fam","1",12,2.51000000000001,TRUE,279,"M"
"457","B","fam",14,2,"nov","1",4,3.72,TRUE,279,"M"
"458","B","test",14,2,"nov","1",3,2.598,TRUE,279,"M"
"459","B","fam",14,4,"fam","3",10,3.749,TRUE,279,"M"
"460","B","test",14,4,"fam","3",10,0.069,TRUE,279,"M"
"461","B","fam",14,6,"nov","3",1,3.436,TRUE,279,"M"
"462","B","test",14,6,"nov","3",2,4.94059999996413,TRUE,279,"M"
"463","B","fam",14,3,"nov","9",7,2.278,TRUE,279,"M"
"464","B","test",14,3,"nov","9",8,-26.3398000000119,TRUE,279,"M"
"465","B","fam",14,5,"fam","9",5,3.343,TRUE,279,"M"
"466","B","test",14,5,"fam","9",5,9.78300000000001,TRUE,279,"M"
"467","B","fam",15,1,"fam","1",1,5,FALSE,229,"M"
"468","B","test",15,1,"fam","1",1,0.06,TRUE,229,"M"
"469","B","fam",15,2,"nov","1",11,5,FALSE,229,"M"
"470","B","test",15,2,"nov","1",12,8.61900000000001,FALSE,229,"M"
"471","B","fam",15,4,"fam","3",8,9.36000000000001,FALSE,229,"M"
"472","B","test",15,4,"fam","3",8,25.8936000000239,FALSE,229,"M"
"473","B","fam",15,6,"nov","3",4,14.56,FALSE,229,"M"
"474","B","test",15,6,"nov","3",3,6.76869999998814,FALSE,229,"M"
"475","B","fam",15,3,"nov","9",10,38.601,FALSE,229,"M"
"476","B","test",15,3,"nov","9",9,-39.94,TRUE,229,"M"
"477","B","fam",15,5,"fam","9",5,12.061,FALSE,229,"M"
"478","B","test",15,5,"fam","9",5,2.181,FALSE,229,"M"
"479","B","fam",16,1,"fam","1",5,5,FALSE,273,"F"
"480","B","test",16,1,"fam","1",5,13.6627999999821,FALSE,273,"F"
"481","B","fam",16,2,"nov","1",10,5,FALSE,273,"F"
"482","B","test",16,2,"nov","1",9,6.065,FALSE,273,"F"
"483","B","fam",16,4,"fam","3",7,15,FALSE,273,"F"
"484","B","test",16,4,"fam","3",7,21.821900000006,FALSE,273,"F"
"485","B","fam",16,6,"nov","3",3,3.001,FALSE,273,"F"
"486","B","test",16,6,"nov","3",4,5.39509999999404,FALSE,273,"F"
"487","B","fam",16,3,"nov","9",2,5.369,FALSE,273,"F"
"488","B","test",16,3,"nov","9",1,9.99959999999407,FALSE,273,"F"
"489","B","fam",16,5,"fam","9",12,1.516,TRUE,273,"F"
"490","B","test",16,5,"fam","9",12,1.596,TRUE,273,"F"
"491","B","fam",17,4,"fam","1",3,4.32,TRUE,280,"F"
"492","B","test",17,4,"fam","1",3,1.282,TRUE,280,"F"
"493","B","fam",17,6,"nov","1",10,1.44,TRUE,280,"F"
"494","B","test",17,6,"nov","1",9,4.749,FALSE,280,"F"
"495","B","fam",17,3,"nov","3",11,7.377,FALSE,280,"F"
"496","B","test",17,3,"nov","3",12,15.3081000000238,FALSE,280,"F"
"497","B","fam",17,5,"fam","3",6,6.098,FALSE,280,"F"
"498","B","test",17,5,"fam","3",6,2.30520000001788,FALSE,280,"F"
"499","B","fam",17,1,"fam","9",1,17.55,FALSE,280,"F"
"500","B","test",17,1,"fam","9",1,8.99000000000001,FALSE,280,"F"
"501","B","fam",17,2,"nov","9",8,31.48,TRUE,280,"F"
"502","B","test",17,2,"nov","9",7,11.0533000000119,TRUE,280,"F"
"503","B","fam",18,4,"fam","1",9,3.56,FALSE,297,"F"
"504","B","test",18,4,"fam","1",9,6.182,FALSE,297,"F"
"505","B","fam",18,6,"nov","1",1,4.48,FALSE,297,"F"
"506","B","test",18,6,"nov","1",2,0.230000000000004,TRUE,297,"F"
"507","B","fam",18,3,"nov","3",5,13,TRUE,297,"F"
"508","B","test",18,3,"nov","3",6,0.565,TRUE,297,"F"
"509","B","fam",18,5,"fam","3",4,1.34,TRUE,297,"F"
"510","B","test",18,5,"fam","3",4,0.746900000035763,TRUE,297,"F"
"511","B","fam",18,1,"fam","9",12,17.55,FALSE,297,"F"
"512","B","test",18,1,"fam","9",12,7.48909999996427,FALSE,297,"F"
"513","B","fam",18,2,"nov","9",8,1.289,TRUE,297,"F"
"514","B","test",18,2,"nov","9",7,13.4468999999761,FALSE,297,"F"
"515","B","fam",19,1,"nov","1",2,5,FALSE,335,"M"
"516","B","test",19,1,"nov","1",1,37.7893000000119,FALSE,335,"M"
"517","B","fam",19,3,"fam","1",12,5,FALSE,335,"M"
"518","B","test",19,3,"fam","1",12,5.225,FALSE,335,"M"
"519","B","fam",19,2,"fam","3",8,15,FALSE,335,"M"
"520","B","test",19,2,"fam","3",8,4.34839999997616,FALSE,335,"M"
"521","B","fam",19,4,"nov","3",3,15,FALSE,335,"M"
"522","B","test",19,4,"nov","3",4,2.805,FALSE,335,"M"
"523","B","fam",19,5,"nov","9",9,17.52,FALSE,335,"M"
"524","B","test",19,5,"nov","9",10,15.8,FALSE,335,"M"
"525","B","fam",19,6,"fam","9",5,24.422,FALSE,335,"M"
"526","B","test",19,6,"fam","9",5,16.9045999999642,FALSE,335,"M"
"527","B","fam",20,3,"nov","1",5,5,FALSE,333,"M"
"528","B","test",20,3,"nov","1",6,0.06,TRUE,333,"M"
"529","B","fam",20,5,"fam","1",7,5,FALSE,333,"M"
"530","B","test",20,5,"fam","1",7,0.06,TRUE,333,"M"
"531","B","fam",20,1,"fam","3",9,15,FALSE,333,"M"
"532","B","test",20,1,"fam","3",9,-19.94,TRUE,333,"M"
"533","B","fam",20,2,"nov","3",12,15,FALSE,333,"M"
"534","B","test",20,2,"nov","3",11,-19.94,TRUE,333,"M"
"535","B","fam",20,4,"fam","9",2,42.2,FALSE,333,"M"
"536","B","test",20,4,"fam","9",2,6.986,FALSE,333,"M"
"537","B","fam",20,6,"nov","9",4,45,FALSE,333,"M"
"538","B","test",20,6,"nov","9",3,50.2172,FALSE,333,"M"
"539","B","fam",21,5,"nov","1",2,5,FALSE,264,"M"
"540","B","test",21,5,"nov","1",1,10.318,FALSE,264,"M"
"541","B","fam",21,6,"fam","1",11,5,FALSE,264,"M"
"542","B","test",21,6,"fam","1",11,14.48,FALSE,264,"M"
"543","B","fam",21,1,"nov","3",8,15,FALSE,264,"M"
"544","B","test",21,1,"nov","3",7,26.7793000000715,FALSE,264,"M"
"545","B","fam",21,3,"fam","3",6,15,FALSE,264,"M"
"546","B","test",21,3,"fam","3",6,6.71020000004768,FALSE,264,"M"
"547","B","fam",21,2,"fam","9",3,17.215,FALSE,264,"M"
"548","B","test",21,2,"fam","9",3,4.135,FALSE,264,"M"
"549","B","fam",21,4,"nov","9",9,8.514,FALSE,264,"M"
"550","B","test",21,4,"nov","9",10,13.954,FALSE,264,"M"
"551","B","fam",22,1,"nov","1",2,5,FALSE,299,"M"
"552","B","test",22,1,"nov","1",1,20.8973000000715,FALSE,299,"M"
"553","B","fam",22,3,"fam","1",7,3.6,FALSE,299,"M"
"554","B","test",22,3,"fam","1",7,6.792,FALSE,299,"M"
"555","B","fam",22,2,"fam","3",11,13.72,FALSE,299,"M"
"556","B","test",22,2,"fam","3",11,27.315,FALSE,299,"M"
"557","B","fam",22,4,"nov","3",3,13.32,FALSE,299,"M"
"558","B","test",22,4,"nov","3",4,0.491999999999999,TRUE,299,"M"
"559","B","fam",22,5,"nov","9",6,6.944,FALSE,299,"M"
"560","B","test",22,5,"nov","9",5,0.504,TRUE,299,"M"
"561","B","fam",22,6,"fam","9",10,4.752,FALSE,299,"M"
"562","B","test",22,6,"fam","9",10,14.8317000000477,FALSE,299,"M"
"563","B","fam",23,4,"fam","1",4,4.64,TRUE,212,"M"
"564","B","test",23,4,"fam","1",4,3.429,TRUE,212,"M"
"565","B","fam",23,6,"nov","1",1,3.48,TRUE,212,"M"
"566","B","test",23,6,"nov","1",2,2.337,TRUE,212,"M"
"567","B","fam",23,3,"nov","3",10,8.52100000000001,TRUE,212,"M"
"568","B","test",23,3,"nov","3",9,6.93170000004768,TRUE,212,"M"
"569","B","fam",23,5,"fam","3",11,3.45,TRUE,212,"M"
"570","B","test",23,5,"fam","3",11,7.00969999992853,TRUE,212,"M"
"571","B","fam",23,1,"fam","9",5,8.79000000000003,TRUE,212,"M"
"572","B","test",23,1,"fam","9",5,7.59,TRUE,212,"M"
"573","B","fam",23,2,"nov","9",8,4.265,TRUE,212,"M"
"574","B","test",23,2,"nov","9",7,6.905,TRUE,212,"M"
"575","B","fam",24,4,"fam","1",10,5,FALSE,305,"M"
"576","B","test",24,4,"fam","1",10,32.0537999999999,FALSE,305,"M"
"577","B","fam",24,6,"nov","1",7,5,FALSE,305,"M"
"578","B","test",24,6,"nov","1",8,6.182,FALSE,305,"M"
"579","B","fam",24,3,"nov","3",1,15,FALSE,305,"M"
"580","B","test",24,3,"nov","3",2,8.091,FALSE,305,"M"
"581","B","fam",24,5,"fam","3",5,15,FALSE,305,"M"
"582","B","test",24,5,"fam","3",5,21.4076,FALSE,305,"M"
"583","B","fam",24,1,"fam","9",12,45,FALSE,305,"M"
"584","B","test",24,1,"fam","9",12,27.2306,FALSE,305,"M"
"585","B","fam",24,2,"nov","9",4,43.84,FALSE,305,"M"
"586","B","test",24,2,"nov","9",3,52.2719,FALSE,305,"M"
"587","B","fam",25,2,"fam","1",6,1.606,TRUE,309,"M"
"588","B","test",25,2,"fam","1",6,3.566,TRUE,309,"M"
"589","B","fam",25,4,"nov","1",9,5,TRUE,309,"M"
"590","B","test",25,4,"nov","1",10,3.512,TRUE,309,"M"
"591","B","fam",25,5,"nov","3",4,8.572,TRUE,309,"M"
"592","B","test",25,5,"nov","3",3,2.97920000000019,TRUE,309,"M"
"593","B","fam",25,6,"fam","3",11,7.759,TRUE,309,"M"
"594","B","test",25,6,"fam","3",11,1.80340000000037,TRUE,309,"M"
"595","B","fam",25,1,"nov","9",1,7.07,TRUE,309,"M"
"596","B","test",25,1,"nov","9",2,4.63,TRUE,309,"M"
"597","B","fam",25,3,"fam","9",8,10.692,TRUE,309,"M"
"598","B","test",25,3,"fam","9",8,6.78990000000037,TRUE,309,"M"
"599","B","fam",26,1,"fam","1",7,5,FALSE,324,"M"
"600","B","test",26,1,"fam","1",7,18.3461999999881,FALSE,324,"M"
"601","B","fam",26,2,"nov","1",12,4.04,FALSE,324,"M"
"602","B","test",26,2,"nov","1",11,3.724,FALSE,324,"M"
"603","B","fam",26,4,"fam","3",2,13.76,FALSE,324,"M"
"604","B","test",26,4,"fam","3",2,2.459,FALSE,324,"M"
"605","B","fam",26,6,"nov","3",9,10.72,FALSE,324,"M"
"606","B","test",26,6,"nov","3",10,4.738,FALSE,324,"M"
"607","B","fam",26,3,"nov","9",3,20.504,FALSE,324,"M"
"608","B","test",26,3,"nov","9",4,20.6783000000119,FALSE,324,"M"
"609","B","fam",26,5,"fam","9",6,34.4,FALSE,324,"M"
"610","B","test",26,5,"fam","9",6,6.38919999998814,FALSE,324,"M"
"611","B","fam",27,4,"fam","1",11,5,FALSE,274,"F"
"612","B","test",27,4,"fam","1",11,38.9518000000119,FALSE,274,"F"
"613","B","fam",27,6,"nov","1",5,5,FALSE,274,"F"
"614","B","test",27,6,"nov","1",6,10.1982000000179,FALSE,274,"F"
"615","B","fam",27,3,"nov","3",8,13.96,FALSE,274,"F"
"616","B","test",27,3,"nov","3",7,29.9397999999821,FALSE,274,"F"
"617","B","fam",27,5,"fam","3",2,14.48,FALSE,274,"F"
"618","B","test",27,5,"fam","3",2,4.4875,FALSE,274,"F"
"619","B","fam",27,1,"fam","9",10,44.2,FALSE,274,"F"
"620","B","test",27,1,"fam","9",10,-39.94,TRUE,274,"F"
"621","B","fam",27,2,"nov","9",3,43.08,FALSE,274,"F"
"622","B","test",27,2,"nov","9",4,34.0525999999941,FALSE,274,"F"
"623","B","fam",28,1,"nov","1",12,5,FALSE,270,"F"
"624","B","test",28,1,"nov","1",11,7.99,FALSE,270,"F"
"625","B","fam",28,3,"fam","1",1,5,TRUE,270,"F"
"626","B","test",28,3,"fam","1",1,11.758,FALSE,270,"F"
"627","B","fam",28,2,"fam","3",4,13.08,FALSE,270,"F"
"628","B","test",28,2,"fam","3",4,6.7455,FALSE,270,"F"
"629","B","fam",28,4,"nov","3",9,15,FALSE,270,"F"
"630","B","test",28,4,"nov","3",10,18.5235,FALSE,270,"F"
"631","B","fam",28,5,"nov","9",5,25.638,TRUE,270,"F"
"632","B","test",28,5,"nov","9",6,1.758,TRUE,270,"F"
"633","B","fam",28,6,"fam","9",8,1.32,TRUE,270,"F"
"634","B","test",28,6,"fam","9",8,-10.099599999994,TRUE,270,"F"
"635","B","fam",29,5,"nov","1",2,5,FALSE,292,"F"
"636","B","test",29,5,"nov","1",1,2.987,FALSE,292,"F"
"637","B","fam",29,6,"fam","1",12,4.76,FALSE,292,"F"
"638","B","test",29,6,"fam","1",12,4.867,FALSE,292,"F"
"639","B","fam",29,1,"nov","3",10,10.08,FALSE,292,"F"
"640","B","test",29,1,"nov","3",9,21.2757999999821,FALSE,292,"F"
"641","B","fam",29,3,"fam","3",3,15,FALSE,292,"F"
"642","B","test",29,3,"fam","3",3,10.4441000000238,FALSE,292,"F"
"643","B","fam",29,2,"fam","9",7,16.463,FALSE,292,"F"
"644","B","test",29,2,"fam","9",7,19.891,FALSE,292,"F"
"645","B","fam",29,4,"nov","9",5,24.548,FALSE,292,"F"
"646","B","test",29,4,"nov","9",6,6.508,FALSE,292,"F"
"647","B","fam",30,4,"fam","1",1,5,FALSE,300,"M"
"648","B","test",30,4,"fam","1",1,9.80800000000001,FALSE,300,"M"
"649","B","fam",30,6,"nov","1",11,5,FALSE,300,"M"
"650","B","test",30,6,"nov","1",12,25.9765999999941,FALSE,300,"M"
"651","B","fam",30,3,"nov","3",4,14.44,FALSE,300,"M"
"652","B","test",30,3,"nov","3",3,8.739,FALSE,300,"M"
"653","B","fam",30,5,"fam","3",10,14.121,FALSE,300,"M"
"654","B","test",30,5,"fam","3",10,5.41980000001186,FALSE,300,"M"
"655","B","fam",30,1,"fam","9",8,38.28,FALSE,300,"M"
"656","B","test",30,1,"fam","9",8,18.47,FALSE,300,"M"
"657","B","fam",30,2,"nov","9",5,5.28500000000001,FALSE,300,"M"
"658","B","test",30,2,"nov","9",6,46.805,FALSE,300,"M"
"659","B","fam",31,2,"fam","1",6,5,FALSE,323,"M"
"660","B","test",31,2,"fam","1",6,25.477,FALSE,323,"M"
"661","B","fam",31,4,"nov","1",9,5,FALSE,323,"M"
"662","B","test",31,4,"nov","1",10,8.48400000000001,FALSE,323,"M"
"663","B","fam",31,5,"nov","3",2,12.64,FALSE,323,"M"
"664","B","test",31,5,"nov","3",1,3.36220000001788,FALSE,323,"M"
"665","B","fam",31,6,"fam","3",8,5.539,FALSE,323,"M"
"666","B","test",31,6,"fam","3",8,0.996699999988137,TRUE,323,"M"
"667","B","fam",31,1,"nov","9",11,41.36,FALSE,323,"M"
"668","B","test",31,1,"nov","9",12,26.4735,FALSE,323,"M"
"669","B","fam",31,3,"fam","9",3,8.40200000000001,FALSE,323,"M"
"670","B","test",31,3,"fam","9",3,0.122000000000002,TRUE,323,"M"
"671","B","fam",32,3,"nov","1",1,5,FALSE,313,"M"
"672","B","test",32,3,"nov","1",2,16.178,FALSE,313,"M"
"673","B","fam",32,5,"fam","1",12,5,FALSE,313,"M"
"674","B","test",32,5,"fam","1",12,9.934,FALSE,313,"M"
"675","B","fam",32,1,"fam","3",9,14.16,FALSE,313,"M"
"676","B","test",32,1,"fam","3",9,-19.94,TRUE,313,"M"
"677","B","fam",32,2,"nov","3",4,14.64,FALSE,313,"M"
"678","B","test",32,2,"nov","3",3,8.771,FALSE,313,"M"
"679","B","fam",32,4,"fam","9",6,35.726,FALSE,313,"M"
"680","B","test",32,4,"fam","9",6,4.406,FALSE,313,"M"
"681","B","fam",32,6,"nov","9",7,14.06,FALSE,313,"M"
"682","B","test",32,6,"nov","9",8,11.66,FALSE,313,"M"
"683","B","fam",33,2,"fam","1",4,5,FALSE,318,"M"
"684","B","test",33,2,"fam","1",4,61.0121,FALSE,318,"M"
"685","B","fam",33,4,"nov","1",11,5,FALSE,318,"M"
"686","B","test",33,4,"nov","1",12,40.6242,FALSE,318,"M"
"687","B","fam",33,5,"nov","3",5,15,FALSE,318,"M"
"688","B","test",33,5,"nov","3",6,21.2336,FALSE,318,"M"
"689","B","fam",33,6,"fam","3",8,15,FALSE,318,"M"
"690","B","test",33,6,"fam","3",8,20.3467,FALSE,318,"M"
"691","B","fam",33,1,"nov","9",1,43.92,FALSE,318,"M"
"692","B","test",33,1,"nov","9",2,60.2112,FALSE,318,"M"
"693","B","fam",33,3,"fam","9",10,45,FALSE,318,"M"
"694","B","test",33,3,"fam","9",10,45.6823,FALSE,318,"M"
"695","B","fam",34,1,"nov","1",1,5,FALSE,309,"M"
"696","B","test",34,1,"nov","1",2,0.06,TRUE,309,"M"
"697","B","fam",34,3,"fam","1",7,5,TRUE,309,"M"
"698","B","test",34,3,"fam","1",7,0.06,TRUE,309,"M"
"699","B","fam",34,2,"fam","3",6,14.76,FALSE,309,"M"
"700","B","test",34,2,"fam","3",6,7.737,FALSE,309,"M"
"701","B","fam",34,4,"nov","3",11,14.56,FALSE,309,"M"
"702","B","test",34,4,"nov","3",12,25.5167999999523,FALSE,309,"M"
"703","B","fam",34,5,"nov","9",4,40.52,FALSE,309,"M"
"704","B","test",34,5,"nov","9",3,24.8041000000238,FALSE,309,"M"
"705","B","fam",34,6,"fam","9",10,42.48,FALSE,309,"M"
"706","B","test",34,6,"fam","9",10,9.38300000000001,FALSE,309,"M"
"707","B","fam",35,2,"fam","1",3,4.48,FALSE,329,"M"
"708","B","test",35,2,"fam","1",3,18.1169000000953,FALSE,329,"M"
"709","B","fam",35,4,"nov","1",2,3.48,FALSE,329,"M"
"710","B","test",35,4,"nov","1",1,20.856,FALSE,329,"M"
"711","B","fam",35,5,"nov","3",8,15,FALSE,329,"M"
"712","B","test",35,5,"nov","3",7,5.214,FALSE,329,"M"
"713","B","fam",35,6,"fam","3",9,2.012,FALSE,329,"M"
"714","B","test",35,6,"fam","3",9,2.532,FALSE,329,"M"
"715","B","fam",35,1,"nov","9",12,41.24,FALSE,329,"M"
"716","B","test",35,1,"nov","9",11,23.59,FALSE,329,"M"
"717","B","fam",35,3,"fam","9",5,9.272,FALSE,329,"M"
"718","B","test",35,3,"fam","9",5,6.192,FALSE,329,"M"
